Product_Number,date_dt,demand_last_year,lag_1,lag_7,roll_3_mean,roll_7_mean,demand_T,predicted
Product_84,2022-03-07,0,0.0,3.0,0.0,0.5714285714285714,0,0.018123737373737375
Product_84,2022-03-08,0,0.0,1.0,0.0,0.14285714285714285,0,0.8143454643521415
Product_84,2022-03-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-10,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-11,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-12,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-13,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-14,2,0.0,0.0,0.0,0.0,0,0.07613505602733958
Product_84,2022-03-24,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-25,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-26,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-03-27,6,0.0,0.0,0.0,0.0,0,2.9151161616161603
Product_84,2022-03-28,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-29,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-30,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-03-31,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-01,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-02,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-03,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-04,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-05,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-06,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-07,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-09,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-04-10,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-04-12,6,0.0,0.0,0.0,0.0,0,2.9151161616161603
Product_84,2022-04-13,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-04-14,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-04-15,1,0.0,0.0,0.0,0.0,0,0.3447890251630177
Product_84,2022-04-16,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-04-17,0,0.0,0.0,0.0,0.0,7,0.9070576322351525
Product_84,2022-04-18,4,7.0,0.0,2.3333333333333335,1.0,5,5.0317460317460325
Product_84,2022-04-19,0,5.0,0.0,4.0,1.7142857142857142,1,0.6019118566618568
Product_84,2022-04-20,0,1.0,0.0,4.333333333333333,1.8571428571428572,1,1.05
Product_84,2022-04-21,0,1.0,0.0,2.3333333333333335,2.0,1,0.96
Product_84,2022-04-22,0,1.0,0.0,1.0,2.142857142857143,1,1.21
Product_84,2022-04-23,0,1.0,0.0,1.0,2.2857142857142856,3,2.756666666666667
Product_84,2022-04-24,0,3.0,7.0,1.6666666666666667,2.7142857142857144,1,1.3466666666666667
Product_84,2022-04-25,0,1.0,5.0,1.6666666666666667,1.8571428571428572,0,4.56
Product_84,2022-04-26,0,0.0,1.0,1.3333333333333333,1.1428571428571428,0,0.22181818181818183
Product_84,2022-04-27,0,0.0,1.0,0.3333333333333333,1.0,0,0.057574074074074076
Product_84,2022-05-01,0,0.0,1.0,0.0,0.8571428571428571,0,0.036309020500196965
Product_84,2022-05-02,0,0.0,1.0,0.0,0.7142857142857143,0,0.021845959595959596
Product_84,2022-05-03,0,0.0,3.0,0.0,0.5714285714285714,0,0.018123737373737375
Product_84,2022-05-04,0,0.0,1.0,0.0,0.14285714285714285,0,0.8143454643521415
Product_84,2022-05-05,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-06,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-07,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-10,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_84,2022-05-11,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_85,2022-02-02,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-03,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-04,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-05,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-06,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-07,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-10,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-02-11,3,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-02-12,3,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-02-14,2,0.0,0.0,0.0,0.0,0,0.07613505602733958
Product_85,2022-02-15,9,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-02-16,9,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-02-17,10,0.0,0.0,0.0,0.0,2,0.34039189955211674
Product_85,2022-02-18,0,2.0,0.0,0.6666666666666666,0.2857142857142857,0,0.0
Product_85,2022-02-19,0,0.0,0.0,0.6666666666666666,0.2857142857142857,5,0.8923357277111152
Product_85,2022-02-20,8,5.0,0.0,2.3333333333333335,1.0,4,3.79
Product_85,2022-02-21,0,4.0,0.0,3.0,1.5714285714285714,9,8.446666666666667
Product_85,2022-02-22,0,9.0,0.0,6.0,2.857142857142857,9,8.323333333333334
Product_85,2022-02-23,0,9.0,0.0,7.333333333333333,4.142857142857143,9,9.27
Product_85,2022-02-24,0,9.0,2.0,9.0,5.428571428571429,9,9.313333333333333
Product_85,2022-02-25,0,9.0,0.0,9.0,6.428571428571429,13,12.656666666666666
Product_85,2022-02-26,0,13.0,5.0,10.333333333333334,8.285714285714286,3,3.966666666666667
Product_85,2022-02-27,0,3.0,4.0,8.333333333333334,8.0,0,0.686896551724138
Product_85,2022-02-28,0,0.0,9.0,5.333333333333333,7.428571428571429,0,0.18
Product_85,2022-03-01,0,0.0,9.0,1.0,6.142857142857143,0,0.27
Product_85,2022-03-05,0,0.0,9.0,0.0,4.857142857142857,0,0.5033333333333333
Product_85,2022-03-06,0,0.0,9.0,0.0,3.5714285714285716,0,0.4533333333333333
Product_85,2022-03-07,0,0.0,13.0,0.0,2.2857142857142856,0,0.023333333333333334
Product_85,2022-03-08,0,0.0,3.0,0.0,0.42857142857142855,0,0.0
Product_85,2022-03-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-10,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-11,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-12,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-13,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-14,3,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-03-24,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-25,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-26,2,0.0,0.0,0.0,0.0,0,0.07613505602733958
Product_85,2022-03-27,5,0.0,0.0,0.0,0.0,0,0.102858024117314
Product_85,2022-03-28,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-29,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-30,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-03-31,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-01,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-02,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-03,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-04,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-05,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-06,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-07,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-04-09,3,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-04-10,3,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-04-12,2,0.0,0.0,0.0,0.0,0,0.07613505602733958
Product_85,2022-04-13,9,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-04-14,9,0.0,0.0,0.0,0.0,0,0.0
Product_85,2022-04-15,10,0.0,0.0,0.0,0.0,2,0.34039189955211674
Product_85,2022-04-16,0,2.0,0.0,0.6666666666666666,0.2857142857142857,0,0.0
Product_85,2022-04-17,0,0.0,0.0,0.6666666666666666,0.2857142857142857,5,0.8923357277111152
Product_85,2022-04-18,8,5.0,0.0,2.3333333333333335,1.0,4,3.79
Product_85,2022-04-19,0,4.0,0.0,3.0,1.5714285714285714,9,8.446666666666667
Product_85,2022-04-20,0,9.0,0.0,6.0,2.857142857142857,9,8.323333333333334
Product_85,2022-04-21,0,9.0,0.0,7.333333333333333,4.142857142857143,9,9.27
Product_85,2022-04-22,0,9.0,2.0,9.0,5.428571428571429,9,9.313333333333333
Product_85,2022-04-23,0,9.0,0.0,9.0,6.428571428571429,13,12.656666666666666
Product_85,2022-04-24,0,13.0,5.0,10.333333333333334,8.285714285714286,3,3.966666666666667
Product_85,2022-04-25,0,3.0,4.0,8.333333333333334,8.0,0,0.686896551724138
Product_85,2022-04-26,0,0.0,9.0,5.333333333333333,7.428571428571429,0,0.18
Product_85,2022-04-27,0,0.0,9.0,1.0,6.142857142857143,0,0.27
Product_85,2022-05-01,0,0.0,9.0,0.0,4.857142857142857,0,0.5033333333333333
Product_85,2022-05-02,0,0.0,9.0,0.0,3.5714285714285716,0,0.4533333333333333
Product_85,2022-05-03,0,0.0,13.0,0.0,2.2857142857142856,0,0.023333333333333334
Product_85,2022-05-04,0,0.0,3.0,0.0,0.42857142857142855,0,0.0
Product_85,2022-05-05,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-06,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-07,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-10,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_85,2022-05-11,0,0.0,0.0,0.0,0.0,0,0.9070576322351523
Product_86,2022-02-02,0,632.0,616.0,632.0,624.1428571428571,632,632.0
Product_86,2022-02-03,0,632.0,600.0,632.0,626.4285714285714,632,631.0433333333333
Product_86,2022-02-04,0,632.0,621.0,632.0,631.0,632,632.0
Product_86,2022-02-05,0,632.0,636.0,632.0,632.5714285714286,632,632.0
Product_86,2022-02-06,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-02-07,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-02-08,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-02-09,351,632.0,632.0,632.0,632.0,641,640.73
Product_86,2022-02-10,0,641.0,632.0,635.0,633.2857142857143,523,534.5866666666667
Product_86,2022-02-11,317,523.0,632.0,598.6666666666666,617.7142857142857,555,491.2033333333333
Product_86,2022-02-12,399,555.0,632.0,573.0,606.7142857142857,609,600.9933333333333
Product_86,2022-02-14,456,609.0,632.0,562.3333333333334,603.4285714285714,529,534.1333333333333
Product_86,2022-02-15,467,529.0,632.0,564.3333333333334,588.7142857142857,0,64.77666666666667
Product_86,2022-02-16,467,0.0,632.0,379.3333333333333,498.42857142857144,0,2.58
Product_86,2022-02-17,447,0.0,641.0,176.33333333333334,408.14285714285717,392,399.1433333333333
Product_86,2022-02-18,0,392.0,523.0,130.66666666666666,372.57142857142856,391,401.06
Product_86,2022-02-19,0,391.0,555.0,261.0,353.7142857142857,531,511.81666666666666
Product_86,2022-02-20,586,531.0,609.0,438.0,350.2857142857143,569,556.6266666666667
Product_86,2022-02-21,552,569.0,529.0,497.0,344.57142857142856,555,557.59
Product_86,2022-02-22,552,555.0,0.0,551.6666666666666,348.2857142857143,555,554.58
Product_86,2022-02-23,552,555.0,0.0,559.6666666666666,427.57142857142856,555,554.1866666666666
Product_86,2022-02-24,552,555.0,392.0,555.0,506.85714285714283,555,555.0966666666667
Product_86,2022-02-25,0,555.0,391.0,555.0,530.1428571428571,559,560.4066666666666
Product_86,2022-02-26,595,559.0,531.0,556.3333333333334,554.1428571428571,513,521.8973333333333
Product_86,2022-02-27,616,513.0,569.0,542.3333333333334,551.5714285714286,564,528.22
Product_86,2022-02-28,543,564.0,555.0,545.3333333333334,550.8571428571429,632,621.595
Product_86,2022-03-01,598,632.0,555.0,569.6666666666666,561.8571428571429,595,601.81
Product_86,2022-03-02,598,595.0,555.0,597.0,567.5714285714286,595,596.06
Product_86,2022-03-03,534,595.0,555.0,607.3333333333334,573.2857142857143,588,589.8866666666667
Product_86,2022-03-04,0,588.0,559.0,592.6666666666666,578.0,599,596.6818333333333
Product_86,2022-03-05,504,599.0,513.0,594.0,583.7142857142857,624,610.9466666666667
Product_86,2022-03-06,582,624.0,564.0,603.6666666666666,599.5714285714286,678,658.6266666666667
Product_86,2022-03-07,504,678.0,632.0,633.6666666666666,615.8571428571429,737,712.4866666666667
Product_86,2022-03-08,504,737.0,595.0,679.6666666666666,630.8571428571429,737,728.9066666666666
Product_86,2022-03-09,504,737.0,595.0,717.3333333333334,651.1428571428571,737,728.9833333333333
Product_86,2022-03-10,477,737.0,588.0,737.0,671.4285714285714,638,672.7266666666667
Product_86,2022-03-11,0,638.0,599.0,704.0,678.5714285714286,666,681.2114814814814
Product_86,2022-03-12,535,666.0,624.0,680.3333333333334,688.1428571428571,574,554.2627311207311
Product_86,2022-03-13,531,574.0,678.0,626.0,681.0,640,627.26
Product_86,2022-03-14,451,640.0,737.0,626.6666666666666,675.5714285714286,580,595.5366666666666
Product_86,2022-03-24,0,580.0,737.0,598.0,653.1428571428571,616,616.6533333333333
Product_86,2022-03-25,0,616.0,737.0,612.0,635.8571428571429,600,606.6833333333333
Product_86,2022-03-26,446,600.0,638.0,598.6666666666666,616.2857142857143,621,609.2566666666667
Product_86,2022-03-27,508,621.0,666.0,612.3333333333334,613.8571428571429,636,626.3533333333334
Product_86,2022-03-28,0,636.0,574.0,619.0,609.5714285714286,632,636.0466666666666
Product_86,2022-03-29,0,632.0,640.0,629.6666666666666,617.8571428571429,632,632.2266666666667
Product_86,2022-03-30,0,632.0,580.0,633.3333333333334,616.7142857142857,632,626.89
Product_86,2022-03-31,0,632.0,616.0,632.0,624.1428571428571,632,632.0
Product_86,2022-04-01,0,632.0,600.0,632.0,626.4285714285714,632,631.0433333333333
Product_86,2022-04-02,0,632.0,621.0,632.0,631.0,632,632.0
Product_86,2022-04-03,0,632.0,636.0,632.0,632.5714285714286,632,632.0
Product_86,2022-04-04,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-04-05,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-04-06,0,632.0,632.0,632.0,632.0,632,632.03
Product_86,2022-04-07,351,632.0,632.0,632.0,632.0,641,640.73
Product_86,2022-04-08,0,641.0,632.0,635.0,633.2857142857143,523,534.5866666666667
Product_86,2022-04-09,317,523.0,632.0,598.6666666666666,617.7142857142857,555,491.2033333333333
Product_86,2022-04-10,399,555.0,632.0,573.0,606.7142857142857,609,600.9933333333333
Product_86,2022-04-12,456,609.0,632.0,562.3333333333334,603.4285714285714,529,534.1333333333333
Product_86,2022-04-13,467,529.0,632.0,564.3333333333334,588.7142857142857,0,64.77666666666667
Product_86,2022-04-14,467,0.0,632.0,379.3333333333333,498.42857142857144,0,2.58
Product_86,2022-04-15,447,0.0,641.0,176.33333333333334,408.14285714285717,392,399.1433333333333
Product_86,2022-04-16,0,392.0,523.0,130.66666666666666,372.57142857142856,391,401.06
Product_86,2022-04-17,0,391.0,555.0,261.0,353.7142857142857,531,511.81666666666666
Product_86,2022-04-18,586,531.0,609.0,438.0,350.2857142857143,569,556.6266666666667
Product_86,2022-04-19,552,569.0,529.0,497.0,344.57142857142856,555,557.59
Product_86,2022-04-20,552,555.0,0.0,551.6666666666666,348.2857142857143,555,554.58
Product_86,2022-04-21,552,555.0,0.0,559.6666666666666,427.57142857142856,555,554.1866666666666
Product_86,2022-04-22,552,555.0,392.0,555.0,506.85714285714283,555,555.0966666666667
Product_86,2022-04-23,0,555.0,391.0,555.0,530.1428571428571,559,560.4066666666666
Product_86,2022-04-24,595,559.0,531.0,556.3333333333334,554.1428571428571,513,521.8973333333333
Product_86,2022-04-25,616,513.0,569.0,542.3333333333334,551.5714285714286,564,528.22
Product_86,2022-04-26,543,564.0,555.0,545.3333333333334,550.8571428571429,632,621.595
Product_86,2022-04-27,598,632.0,555.0,569.6666666666666,561.8571428571429,595,601.81
Product_86,2022-04-28,598,595.0,555.0,597.0,567.5714285714286,595,596.06
Product_86,2022-04-29,534,595.0,555.0,607.3333333333334,573.2857142857143,588,589.8866666666667
Product_86,2022-04-30,0,588.0,559.0,592.6666666666666,578.0,599,596.6818333333333
Product_86,2022-05-01,504,599.0,513.0,594.0,583.7142857142857,624,610.9466666666667
Product_86,2022-05-02,582,624.0,564.0,603.6666666666666,599.5714285714286,678,658.6266666666667
Product_86,2022-05-03,504,678.0,632.0,633.6666666666666,615.8571428571429,737,712.4866666666667
Product_86,2022-05-04,504,737.0,595.0,679.6666666666666,630.8571428571429,737,728.9066666666666
Product_86,2022-05-05,504,737.0,595.0,717.3333333333334,651.1428571428571,737,728.9833333333333
Product_86,2022-05-06,477,737.0,588.0,737.0,671.4285714285714,638,672.7266666666667
Product_86,2022-05-07,0,638.0,599.0,704.0,678.5714285714286,666,681.2114814814814
Product_86,2022-05-08,535,666.0,624.0,680.3333333333334,688.1428571428571,574,554.2627311207311
Product_86,2022-05-09,531,574.0,678.0,626.0,681.0,640,627.26
Product_86,2022-05-10,538,640.0,737.0,626.6666666666666,675.5714285714286,578,603.7933333333333
Product_86,2022-05-11,538,578.0,737.0,597.3333333333334,652.8571428571429,578,619.27
Product_87,2022-02-02,0,62.0,104.0,62.0,61.285714285714285,62,64.56807142857143
Product_87,2022-02-03,0,62.0,75.0,62.0,55.285714285714285,62,61.526666666666664
Product_87,2022-02-04,0,62.0,23.0,62.0,53.42857142857143,62,60.98
Product_87,2022-02-05,0,62.0,41.0,62.0,59.0,62,61.82666666666667
Product_87,2022-02-06,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-02-07,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-02-08,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-02-09,156,62.0,62.0,62.0,62.0,55,55.75
Product_87,2022-02-10,0,55.0,62.0,59.666666666666664,61.0,30,32.028946608946605
Product_87,2022-02-11,153,30.0,62.0,49.0,56.42857142857143,15,21.033333333333335
Product_87,2022-02-12,120,15.0,62.0,33.333333333333336,49.714285714285715,107,104.69
Product_87,2022-02-14,56,107.0,62.0,50.666666666666664,56.142857142857146,144,136.71333333333334
Product_87,2022-02-15,87,144.0,62.0,88.66666666666667,67.85714285714286,0,16.243333333333332
Product_87,2022-02-16,87,0.0,62.0,83.66666666666667,59.0,0,2.54
Product_87,2022-02-17,113,0.0,55.0,48.0,50.142857142857146,165,150.04
Product_87,2022-02-18,0,165.0,30.0,55.0,65.85714285714286,175,170.80666666666667
Product_87,2022-02-19,0,175.0,15.0,113.33333333333333,86.57142857142857,94,104.24333333333334
Product_87,2022-02-20,51,94.0,107.0,144.66666666666666,97.85714285714286,74,71.71333333333334
Product_87,2022-02-21,6,74.0,144.0,114.33333333333333,93.14285714285714,159,147.88
Product_87,2022-02-22,6,159.0,0.0,109.0,95.28571428571429,159,156.50333333333333
Product_87,2022-02-23,6,159.0,0.0,130.66666666666666,118.0,159,158.80333333333334
Product_87,2022-02-24,6,159.0,165.0,159.0,140.71428571428572,159,156.77691086691087
Product_87,2022-02-25,0,159.0,175.0,159.0,139.85714285714286,92,102.97571428571429
Product_87,2022-02-26,0,92.0,94.0,136.66666666666666,128.0,32,36.67666666666667
Product_87,2022-02-27,0,32.0,74.0,94.33333333333333,119.14285714285714,2,7.75
Product_87,2022-02-28,0,2.0,159.0,42.0,108.85714285714286,2,21.386666666666667
Product_87,2022-03-01,0,2.0,159.0,12.0,86.42857142857143,0,3.54
Product_87,2022-03-02,0,0.0,159.0,1.3333333333333333,63.714285714285715,0,3.0233333333333334
Product_87,2022-03-03,0,0.0,159.0,0.6666666666666666,41.0,0,0.6966666666666667
Product_87,2022-03-04,0,0.0,92.0,0.0,18.285714285714285,0,3.3066666666666666
Product_87,2022-03-05,0,0.0,32.0,0.0,5.142857142857143,0,0.97
Product_87,2022-03-06,0,0.0,2.0,0.0,0.5714285714285714,0,0.034210789210789204
Product_87,2022-03-07,0,0.0,2.0,0.0,0.2857142857142857,0,0.0
Product_87,2022-03-08,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_87,2022-03-09,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_87,2022-03-10,39,0.0,0.0,0.0,0.0,0,3.3792222222222223
Product_87,2022-03-11,0,0.0,0.0,0.0,0.0,0,0.9070576322351525
Product_87,2022-03-12,54,0.0,0.0,0.0,0.0,0,0.37333333333333335
Product_87,2022-03-13,57,0.0,0.0,0.0,0.0,0,0.4033333333333333
Product_87,2022-03-14,62,0.0,0.0,0.0,0.0,60,38.413333333333334
Product_87,2022-03-24,0,60.0,0.0,20.0,8.571428571428571,104,107.38666666666667
Product_87,2022-03-25,0,104.0,0.0,54.666666666666664,23.428571428571427,75,87.32666666666667
Product_87,2022-03-26,41,75.0,0.0,79.66666666666667,34.142857142857146,23,35.64333333333333
Product_87,2022-03-27,15,23.0,0.0,67.33333333333333,37.42857142857143,41,44.88333333333333
Product_87,2022-03-28,0,41.0,0.0,46.333333333333336,43.285714285714285,62,54.35666666666667
Product_87,2022-03-29,0,62.0,0.0,42.0,52.142857142857146,62,60.77333333333333
Product_87,2022-03-30,0,62.0,60.0,55.0,61.0,62,59.92711355311356
Product_87,2022-03-31,0,62.0,104.0,62.0,61.285714285714285,62,64.56807142857143
Product_87,2022-04-01,0,62.0,75.0,62.0,55.285714285714285,62,61.526666666666664
Product_87,2022-04-02,0,62.0,23.0,62.0,53.42857142857143,62,60.98
Product_87,2022-04-03,0,62.0,41.0,62.0,59.0,62,61.82666666666667
Product_87,2022-04-04,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-04-05,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-04-06,0,62.0,62.0,62.0,62.0,62,62.0
Product_87,2022-04-07,156,62.0,62.0,62.0,62.0,55,55.75
Product_87,2022-04-08,0,55.0,62.0,59.666666666666664,61.0,30,32.028946608946605
Product_87,2022-04-09,153,30.0,62.0,49.0,56.42857142857143,15,21.033333333333335
Product_87,2022-04-10,120,15.0,62.0,33.333333333333336,49.714285714285715,107,104.69
Product_87,2022-04-12,56,107.0,62.0,50.666666666666664,56.142857142857146,144,136.71333333333334
Product_87,2022-04-13,87,144.0,62.0,88.66666666666667,67.85714285714286,0,16.243333333333332
Product_87,2022-04-14,87,0.0,62.0,83.66666666666667,59.0,0,2.54
Product_87,2022-04-15,113,0.0,55.0,48.0,50.142857142857146,165,150.04
Product_87,2022-04-16,0,165.0,30.0,55.0,65.85714285714286,175,170.80666666666667
Product_87,2022-04-17,0,175.0,15.0,113.33333333333333,86.57142857142857,94,104.24333333333334
Product_87,2022-04-18,51,94.0,107.0,144.66666666666666,97.85714285714286,74,71.71333333333334
Product_87,2022-04-19,6,74.0,144.0,114.33333333333333,93.14285714285714,159,147.88
Product_87,2022-04-20,6,159.0,0.0,109.0,95.28571428571429,159,156.50333333333333
Product_87,2022-04-21,6,159.0,0.0,130.66666666666666,118.0,159,158.80333333333334
Product_87,2022-04-22,6,159.0,165.0,159.0,140.71428571428572,159,156.77691086691087
Product_87,2022-04-23,0,159.0,175.0,159.0,139.85714285714286,92,102.97571428571429
Product_87,2022-04-24,0,92.0,94.0,136.66666666666666,128.0,32,36.67666666666667
Product_87,2022-04-25,0,32.0,74.0,94.33333333333333,119.14285714285714,2,7.75
